199801040001+199801040002
199801040002+199801040001
199801050002+199801060002
199801050003+199801050004
199801050004+199801050003
199801060002+199801050002
199801060003+199801060004
199801060004+199801060003
199801080001+199801080002
199801080002+199801080001
199801110004+199801110005
199801110005+199801110004
199801120001+199801120002+199801120003
199801120002+199801120001+199801120003
199801120003+199801120001+199801120002
199801190001+199801190003
199801190003+199801190001
199801210002+199801210003+199801210004
199801210003+199801210002+199801210004
199801210004+199801210002+199801210003
199801210005+199801210006
199801210006+199801210005
199801250001+199801250004
199801250004+199801250001
199801250007+199801270001
199801270001+199801250007
199801280001+199801280005
199801280005+199801280001
199802130002+199802130003
199802130003+199802130002
199802140004+199802140003
199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150006+199802150005+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150007+199802150005+199802150006+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150008+199802150005+199802150006+199802150007+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150009+199802150005+199802150006+199802150007+199802150008+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150010+199802150005+199802150006+199802150007+199802150008+199802150009+199802150011+199802150012+199802150013+199802150014+199802150015+199802150016
199802150011+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150012+199802150013+199802150014+199802150015+199802150016
199802150012+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150013+199802150014+199802150015+199802150016
199802150013+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150014+199802150015+199802150016
199802150014+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150015+199802150016
199802150015+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150016
199802150016+199802150005+199802150006+199802150007+199802150008+199802150009+199802150010+199802150011+199802150012+199802150013+199802150014+199802150015
199802270001+199802270002+199802270003
199802270002+199802270001+199802270003
199802270003+199802270001+199802270002
199802280001+199802280002
199802280002+199802280001
199803030002+199803030003
199803030003+199803030002
199803030005+199803030006
199803030006+199803030005
199803050003+199803050004
199803050004+199803050003
199803120001+199803120002
199803120002+199803120001
199803130001+199803140002
199803140002+199803130001
199803170001+199803170004
199803170004+199803170001
199804020004+199804060004
199804040001+199804040002
199804040002+199804040001
199804060004+199804020004
199804060005+199804060006
199804060006+199804060005
199804090001+199804090002
199804090002+199804090001
199804090003+199804090004+199804090005+199804090006+199804090007+199804090008
199804090004+199804090003+199804090005+199804090006+199804090007+199804090008
199804090005+199804090003+199804090004+199804090006+199804090007+199804090008
199804090006+199804090003+199804090004+199804090005+199804090007+199804090008
199804090007+199804090003+199804090004+199804090005+199804090006+199804090008
199804090008+199804090003+199804090004+199804090005+199804090006+199804090007
199804140002+199804140003
199804140003+199804140002
199804240001+199804240002
199804240002+199804240001
199804280001+199804280002+199804280003
199804280002+199804280001+199804280003
199804280003+199804280001+199804280002
199805040001+199805040002
199805040002+199805040001
199805050002+199805050003
199805050003+199805050002
199805050004+199805050005+199805050006
199805050005+199805050004+199805050006
199805050006+199805050004+199805050005
199805100001+199805100002
199805100002+199805100001
199805110001+199805110002+199805110003
199805110002+199805110001+199805110003
199805110003+199805110001+199805110002
199805170005+199805170006
199805170006+199805170005
199806020001+199806020002+199806020003
199806020002+199806020001+199806020003
199806020003+199806020001+199806020002
199806030001+199806030002
199806030002+199806030001
199806180001+199806180002
199806180002+199806180001
199806210004+199806210005
199806210005+199806210004
199807010001+199807010002+199807010003+199807010004+199807010005+199807010006+199807010007+199807010008+199807010009
199807010002+199807010001+199807010003+199807010004+199807010005+199807010006+199807010007+199807010008+199807010009
199807010003+199807010001+199807010002+199807010004+199807010005+199807010006+199807010007+199807010008+199807010009
199807010004+199807010001+199807010002+199807010003+199807010005+199807010006+199807010007+199807010008+199807010009
199807010005+199807010001+199807010002+199807010003+199807010004+199807010006+199807010007+199807010008+199807010009
199807010006+199807010001+199807010002+199807010003+199807010004+199807010005+199807010007+199807010008+199807010009
199807010007+199807010001+199807010002+199807010003+199807010004+199807010005+199807010006+199807010008+199807010009
199807010008+199807010001+199807010002+199807010003+199807010004+199807010005+199807010006+199807010007+199807010009
199807010009+199807010001+199807010002+199807010003+199807010004+199807010005+199807010006+199807010007+199807010008
199807120004+199807120005
199807120005+199807120004
199807130001+199807130002
199807130002+199807130001
199807150001+199807160001
199807160001+199807150001
199807170004+199807170005
199807170005+199807170004
199807200003+199807210005+199807210006
199807210005+199807200003+199807210006
199807210006+199807200003+199807210005
199807250003+199807250004
199807250004+199807250003
199807270003+199807270004+199807270005
199807270004+199807270003+199807270005
199807270005+199807270003+199807270004
199807280004+199807280005
199807280005+199807280004
199807280007+199807280008+199807280009+199807280010
199807280008+199807280007+199807280009+199807280010
199807280009+199807280007+199807280008+199807280010
199807280010+199807280007+199807280008+199807280009
199807290007+199807290008
199807290008+199807290007
199807290009+199807290010
199807290010+199807290009
199808020004+199808020005+199808020006
199808020005+199808020004+199808020006
199808020006+199808020004+199808020005
199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030006+199808030005+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030008+199808030005+199808030006+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030009+199808030005+199808030006+199808030008+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030010+199808030005+199808030006+199808030008+199808030009+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030011+199808030005+199808030006+199808030008+199808030009+199808030010+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030012+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030013+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030014+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030015+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030016+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030017+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030018+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030019+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030020+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030021+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030022+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030023+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030024+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030025+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030026+199808040013+199808040014+199808040015+199808040016+199808040017
199808030026+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808040013+199808040014+199808040015+199808040016+199808040017
199808040005+199808040006+199808040007+199808040008+199808040009+199808040010
199808040006+199808040005+199808040007+199808040008+199808040009+199808040010
199808040007+199808040005+199808040006+199808040008+199808040009+199808040010
199808040008+199808040005+199808040006+199808040007+199808040009+199808040010
199808040009+199808040005+199808040006+199808040007+199808040008+199808040010
199808040010+199808040005+199808040006+199808040007+199808040008+199808040009
199808040013+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040014+199808040015+199808040016+199808040017
199808040014+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040015+199808040016+199808040017
199808040015+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040016+199808040017
199808040016+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040017
199808040017+199808030005+199808030006+199808030008+199808030009+199808030010+199808030011+199808030012+199808030013+199808030014+199808030015+199808030016+199808030017+199808030018+199808030019+199808030020+199808030021+199808030022+199808030023+199808030024+199808030025+199808030026+199808040013+199808040014+199808040015+199808040016
199808040018+199808050001+199808060002+199808070004
199808050001+199808040018+199808060002+199808070004
199808060002+199808040018+199808050001+199808070004
199808070002+199808070003
199808070003+199808070002
199808070004+199808040018+199808050001+199808060002
199808210001+199808210002
199808210002+199808210001
199808210006+199808210007+199808210008
199808210007+199808210006+199808210008
199808210008+199808210006+199808210007
199808250001+199808250002+199808250003+199808250004
199808250002+199808250001+199808250003+199808250004
199808250003+199808250001+199808250002+199808250004
199808250004+199808250001+199808250002+199808250003
199809050001+199809050002
199809050002+199809050001
199809080004+199809080005
199809080005+199809080004
199809090001+199809090002
199809090002+199809090001
199809110003+199809110004
199809110004+199809110003
199809130002+199809130003+199809130004
199809130003+199809130002+199809130004
199809130004+199809130002+199809130003
199809210002+199809210003
199809210003+199809210002
199810020004+199810020005
199810020005+199810020004
199810030002+199810030003
199810030003+199810030002
199810080001+199810080003
199810080003+199810080001
199810100004+199810100005
199810100005+199810100004
199810110001+199810110002+199810110003
199810110002+199810110001+199810110003
199810110003+199810110001+199810110002
199810110004+199810110005
199810110005+199810110004
199810150001+199810150002+199810150003
199810150002+199810150001+199810150003
199810150003+199810150001+199810150002
199810160001+199810160002+199810160003+199810160004
199810160002+199810160001+199810160003+199810160004
199810160003+199810160001+199810160002+199810160004
199810160004+199810160001+199810160002+199810160003
199810250002+199810250003
199810250003+199810250002
199810260001+199810260002
199810260002+199810260001
199810270003+199810270004
199810270004+199810270003
199810270005+199810270006
199810270006+199810270005
199811010001+199811020001
199811020001+199811010001
199811020002+199811020003
199811020003+199811020002
199811020004+199811020005+199811020006
199811020005+199811020004+199811020006
199811020006+199811020004+199811020005
199811100001+199811100002
199811100002+199811100001
199811190003+199811190004
199811190004+199811190003
199811270003+199811270004
199811270004+199811270003
199811300001+199811300002
199811300002+199811300001
199812020001+199812020002+199812020003+199812160002
199812020002+199812020001+199812020003+199812160002
199812020003+199812020001+199812020002+199812160002
199812030002+199812020001+199812020002+199812020003
199812290003+199812290004
199812290004+199812290003
