256 [0.0 1.0 1.0 1.0 0.0 -1.0 34.388888888888886 10.444444444444445 3.0 0.0 5.833333333333333 8.555555555555555 14.11111111111111 78.16666666666667 34.388888888888886 -99.0 10.0 0.8333333333333334 -2.6666666666666665 0.3333333333333333 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201505220071 201509290053 201511150019 201602150046 201604290050 201612200027 201601040022 201508020113 201511140036 201511110017 201509070032 201603050041 201605070068 201505230035 201602220047 201601210041 201511170014 201508030108+0
257 [0.0 0.9285714285714286 1.0 1.0 0.07142857142857142 -0.7857142857142857 36.785714285714285 9.928571428571429 2.857142857142857 0.5 5.785714285714286 9.357142857142858 16.0 91.35714285714286 36.785714285714285 2.0714285714285716 10.0 3.142857142857143 -3.642857142857143 -0.07142857142857142 0.07142857142857142 -0.7142857142857143 -0.9285714285714286 -1.0 -0.6428571428571429 -0.9285714285714286 -4.714285714285714 -4.714285714285714 0.0 -4.714285714285714,201601180013 201510030066 201507200026 201609140024 201601080028 201601080029 201512140004 201612310016 201601130021 201510090048 201501060008 201606300004 201604110026 201602030008+0
258 [0.75 1.0 1.0 1.0 0.0 -1.0 115.5 10.25 6.666666666666667 0.0 13.0 27.0 14.0 75.41666666666667 115.5 -99.0 10.0 0.25 1.0 3.0 -6.75 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201603130093 201504240041 201603130101 201603130100 201602010010 201603130097 201603130096 201603130095 201603130094 201603130099 201603130098 201505200079+0
259 [0.0 0.9285714285714286 1.0 1.0 0.07142857142857142 -0.7857142857142857 160.0 5.0 3.5714285714285716 0.0 6.285714285714286 16.571428571428573 20.428571428571427 105.28571428571429 160.0 -99.0 10.0 0.0 0.9285714285714286 2.9285714285714284 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201512240005 201504230002 201501130023 201605300015 201611230004 201605150038 201501190022 201605030056 201512240004 201512230004 201603020036 201510090019 201510090020 201503310054+0
260 [0.0 1.0 1.0 1.0 0.0 -1.0 195.3125 10.9375 2.3125 0.0 5.1875 6.125 13.9375 66.0 195.3125 -99.0 10.0 1.25 0.6875 1.75 0.0625 -0.8125 -0.9375 -1.0 -0.8125 -0.8125 -9.0 -9.0 0.0 -9.0,201605080028 201604180041 201607120055 201612150017 201603230066 201607240053 201605020017 201605090024 201610260058 201612200026 201602130021 201612270022 201605090068 201604190049 201603240040 201607250062+0
261 [0.0 1.0 1.0 1.0 0.0 -1.0 228.4 10.4 2.6 0.0 5.6 8.6 14.0 73.0 228.4 -99.0 10.0 32.4 -7.0 -0.2 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.2 0.2 0.0 0.2,201611270022 201612220004 201507010015 201507190017 201507040097+0
262 [0.0 1.0 1.0 1.0 0.0 -1.0 34.0 11.0 2.0 0.0 5.8 6.6 2.4 20.4 34.0 -99.0 10.0 1.2 -9.0 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201507010011 201604030070 201506290026 201506290025 201506290024+0
263 [1.0 1.0 1.0 1.0 0.0 -1.0 92.0 6.0 6.0 0.0 5.0 5.0 8.0 48.0 92.0 -99.0 10.0 0.0 0.0 -1.0 1.0 1.0 1.0 78837.7 2.0 1.0 -9.0 -9.0 0.0 -9.0,201502010128+19
264 [0.0 1.0 1.0 1.0 0.0 -1.0 200.0 10.0 3.0 0.0 6.0 11.0 14.0 75.0 200.0 -99.0 10.0 1.0 0.0 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201512090045 201512090046 201512090047 201509130057+0
265 [1.0 1.0 1.0 1.0 0.0 -1.0 92.0 6.0 6.0 0.0 13.0 27.0 12.0 61.0 92.0 -99.0 10.0 0.0 0.0 -1.0 1.0 1.0 1.0 29626.32 5.0 1.0 0.0 0.0 0.0 0.0,201605020072+25
266 [0.09523809523809523 1.0 1.0 1.0 0.0 -1.0 117.47619047619048 9.952380952380953 3.238095238095238 0.0 6.0 11.0 1.5714285714285714 2.4285714285714284 111.38095238095238 -99.0 10.0 1.3333333333333333 0.38095238095238093 2.4285714285714284 -0.3333333333333333 -0.6190476190476191 -0.9047619047619048 -1.0 -0.7142857142857143 -0.6190476190476191 -0.42857142857142855 -0.19047619047619047 0.23809523809523808 0.2857142857142857,201503240097 201606100058 201612070032 201606200058 201508140031 201603150060 201503020010 201503020011 201510070040 201604040013 201510170001 201506150031 201505020100 201502120007 201502120002 201503040001 201601050071 201601100007 201606120025 201601050004 201602180001+0
267 [0.034482758620689655 0.9655172413793104 1.0 1.0 0.034482758620689655 -0.896551724137931 149.13793103448276 9.413793103448276 4.413793103448276 0.0 10.03448275862069 26.03448275862069 14.172413793103448 77.06896551724138 149.13793103448276 -99.0 10.0 1.6206896551724137 -0.41379310344827586 1.206896551724138 0.034482758620689655 -0.8620689655172413 -0.9655172413793104 -1.0 -0.7586206896551724 -0.9310344827586207 -9.0 -9.0 0.0 -9.0,201511190048 201502220010 201607300037 201501240011 201604120016 201607100048 201501150070 201510100026 201507230007 201508110011 201501070044 201509150031 201502100040 201607310059 201607240048 201611240047 201512120009 201506090029 201607230003 201612260038 201612180041 201608210040 201606300051 201606270021 201501110049 201505150021 201512220021 201505150023 201505150022+0
268 [0.0 1.0 1.0 0.14285714285714285 0.8571428571428571 0.7142857142857143 95.0 10.0 3.0 0.8571428571428571 6.0 15.142857142857142 4.0 29.571428571428573 95.0 -99.0 10.0 17.142857142857142 -9.0 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 1.0 0.0 1.0,201502150114 201508120090 201604040020 201506130009 201507290062 201507270065 201504240097+0
269 [0.09090909090909091 1.0 1.0 1.0 0.0 -1.0 146.8181818181818 11.0 1.9090909090909092 0.0 5.0 4.454545454545454 14.0 75.0 146.8181818181818 -99.0 10.0 3.8181818181818183 1.0 3.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.18181818181818182 0.18181818181818182 0.0 0.18181818181818182,201601240022 201601240023 201511280047 201609190037 201601240021 201606200036 201606200035 201602050022 201506230037 201512130007 201610110041+0
270 [0.0 1.0 1.0 1.0 0.0 -1.0 160.0 5.0 2.75 0.0 6.0 11.6875 14.0625 77.125 160.0 -99.0 10.0 0.125 -5.4375 -0.25 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201605080033 201604290046 201606290019 201501300099 201605090092 201510310025 201502200030 201511270052 201605070025 201605090070 201605100029 201604200036 201501020080 201512040047 201605090101 201607310018+0
271 [0.0 1.0 1.0 1.0 0.0 -1.0 33.92857142857143 11.0 1.7142857142857142 0.0 5.5 6.857142857142857 1.7857142857142858 15.5 33.92857142857143 -99.0 10.0 1.0 0.2857142857142857 0.14285714285714285 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201601180026 201511180074 201603160053 201604240018 201603150059 201511290029 201511150018 201506170041 201604130036 201511150020 201612160013 201611280035 201511260011 201511290003+0
272 [0.0 1.0 1.0 1.0 0.0 -1.0 228.15 10.15 3.15 0.0 6.2 14.8 14.0 72.25 228.15 -99.0 10.0 2.25 -4.15 0.4 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201504300116 201605060030 201609180035 201512290053 201507200011 201604260016 201602100055 201601040031 201507300012 201506260028 201508270012 201502030047 201607290035 201503030045 201612120029 201607270007 201601020021 201604150003 201505060098 201606280046+0
273 [1.0 1.0 1.0 1.0 0.0 -1.0 182.0 11.0 6.0 0.0 5.0 5.0 12.0 62.0 422.0 -99.0 10.0 0.0 0.0 -1.0 1.0 3.0 1.0 30000.0 2.0 3.0 0.0 1.0 1.0 1.0,201603150046+25
274 [0.0 1.0 1.0 1.0 0.0 -1.0 147.0 11.0 2.0 0.0 5.0 5.0 14.0 67.0 147.0 -99.0 10.0 16.5 1.0 3.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201501070074 201502190057+0
275 [0.0 1.0 1.0 1.0 0.0 -1.0 4.0 6.0 6.25 0.0 10.25 27.5 19.625 107.25 4.0 -99.0 10.0 0.25 -0.375 2.625 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -3.375 -3.375 0.0 -3.375,201507270094 201604220071 201603280030 201607280020 201602020057 201601310061 201601310062 201601310063+0
276 [0.6 1.0 1.0 1.0 0.0 -1.0 147.0 11.0 2.0 0.0 5.0 5.0 14.0 75.0 147.0 -99.0 10.0 5.9 1.0 3.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201507150045 201602150039 201606200034 201506100016 201506100014 201503190051 201506100012 201506100013 201506100011 201506100015+0
277 [0.0 0.9496402877697842 0.9928057553956835 1.0 0.06474820143884892 -0.7841726618705036 160.07194244604315 5.014388489208633 1.618705035971223 0.0 5.287769784172662 6.215827338129497 2.0 15.964028776978417 160.07194244604315 -99.0 10.0 0.6906474820143885 -0.7985611510791367 0.2158273381294964 0.007194244604316547 -0.9856115107913669 -0.9928057553956835 -1.0 -0.9640287769784173 -0.9928057553956835 -9.0 -9.0 0.0 -9.0,201505110090 201507060085 201611060051 201611120028 201607020036 201510230061 201502210055 201509110059 201611140030 201508140077 201601110081 201605030059 201502130050 201611090046 201604260044 201611060042 201604180037 201504110092 201606210044 201605040043 201605140054 201602140034 201508270056 201507130081 201602220041 201605270022 201602100051 201605090098 201505250071 201605090091 201605090093 201503190053 201512070048 201610130025 201610170031 201611130058 201604170045 201612040038 201605190033 201502280077 201503150067 201505020125 201511170008 201508010106 201604130039 201604270020 201604270021 201604270022 201512020047 201606200041 201605090086 201605090084 201608170028 201501090095 201505250049 201610030051 201502110033 201604280040 201501050056 201506150135 201502230072 201505190066 201512310034 201503040037 201608290025 201601240012 201505180091 201602100036 201608090021 201605070080 201511290036 201503080018 201509040068 201607120058 201501070030 201512100037 201503180070 201604090039 201506020050 201601250030 201501050057 201609260032 201501310010 201612290013 201601050070 201504300057 201602070032 201604290026 201605280029 201505100051 201604300026 201602080010 201605080098 201604240078 201608230021 201604040063 201507070087 201512070038 201605080095 201506040085 201607140034 201602130038 201503060044 201610070023 201606140039 201508280046 201605090033 201604270017 201506220045 201604270019 201604270018 201509230050 201501070015 201604300039 201505090058 201605060025 201601200022 201512040054 201611290026 201501070089 201511130068 201511110066 201612090020 201506010096 201608150074 201508150132 201605080073 201608100033 201612090030 201607280030 201605050064 201607270039 201605050062 201605060031 201510090079 201609130042 201508260037 201607080015 201606090022+0
278 [0.045454545454545456 1.0 1.0 0.5 0.5 0.0 158.0909090909091 5.318181818181818 3.5 0.0 5.636363636363637 7.2727272727272725 3.409090909090909 26.681818181818183 158.0909090909091 55.45454545454545 10.0 2.772727272727273 0.45454545454545453 1.0 0.09090909090909091 -0.3181818181818182 -0.9090909090909091 -1.0 -0.7272727272727273 -0.3181818181818182 -1.2272727272727273 -1.2272727272727273 0.0 -1.2272727272727273,201604160037 201603180015 201501210040 201611120061 201603310027 201612160027 201509180019 201507270003 201601140049 201506180019 201602160056 201612310010 201502140070 201506020054 201604070003 201507260006 201505240047 201602110039 201610200002 201511100015 201605040057 201512130064+0
279 [0.0 1.0 1.0 0.0 1.0 1.0 206.92307692307693 10.0 2.923076923076923 0.0 6.0 11.846153846153847 4.0 34.53846153846154 210.84615384615384 -99.0 10.0 0.8461538461538461 0.9230769230769231 3.4615384615384617 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.23076923076923078 0.23076923076923078 0.23076923076923078,201605310050 201610060037 201604300021 201611240030 201608230016 201511230055 201604270040 201508120032 201610030041 201607260028 201606290031 201606090024 201610140020+0
280 [0.06451612903225806 1.0 1.0 0.2903225806451613 0.7096774193548387 0.41935483870967744 159.32258064516128 5.096774193548387 3.129032258064516 0.0 6.032258064516129 8.580645161290322 3.7096774193548385 28.032258064516128 159.32258064516128 21.838709677419356 10.0 0.9032258064516129 -0.8709677419354839 0.2903225806451613 0.12903225806451613 -0.6129032258064516 -0.8709677419354839 -1.0 -0.5483870967741935 -0.6451612903225806 -0.5806451612903226 -0.5483870967741935 0.03225806451612903 -0.5483870967741935,201501090088 201511130055 201511080062 201502210025 201505250069 201604120055 201509190006 201502110018 201508140038 201506150139 201604210034 201502090023 201509300094 201503140017 201602040001 201604060032 201505290003 201501100063 201508150055 201510260004 201601250027 201601200019 201505290077 201501280002 201504140009 201508030060 201506060042 201503260036 201503150021 201506140013 201506130101+0
281 [0.0 1.0 1.0 1.0 0.0 -1.0 228.8 10.8 3.4 0.0 9.8 23.8 14.0 74.4 228.8 -99.0 10.0 6.6 0.2 -0.2 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.8 0.0 0.8,201604120026 201509290071 201610310034 201612280046 201612280045+0
282 [0.0 1.0 1.0 1.0 0.0 -1.0 200.0 10.0 3.0 0.0 6.0 11.0 14.0 75.0 200.0 -99.0 10.0 2.0 1.0 3.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201604250057 201505020110 201604250060 201604250061 201604250059 201604250058 201505020111 201505020107 201604250055 201604250054 201604250056 201605030033 201505020108 201505020109 201508130112 201505020106+0
283 [0.0 1.0 1.0 1.0 0.0 -1.0 95.0 10.0 3.0 0.0 6.0 15.0 14.0 66.73333333333333 95.0 -99.0 10.0 2.066666666666667 -9.0 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 1.0 0.0 1.0,201612250045 201612250044 201608080013 201606220044 201609060065 201607120003 201609110028 201610020009 201612090014 201612090015 201606050006 201504040008 201506270030 201506270029 201510030007+0
284 [0.0 0.75 1.0 1.0 0.25 -0.25 161.75 6.0 3.0 0.0 6.0 16.25 19.0 99.5 161.75 -99.0 10.0 0.0 0.75 2.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201509060041 201507180007 201502040083 201512070025+0
285 [0.022727272727272728 1.0 1.0 1.0 0.0 -1.0 4.0 6.0 2.5 0.0 6.545454545454546 28.727272727272727 2.5 20.386363636363637 4.0 -99.0 10.0 0.36363636363636365 -0.06818181818181818 2.0454545454545454 0.022727272727272728 -0.9545454545454546 -0.9772727272727273 -1.0 -0.8636363636363636 -0.9545454545454546 -9.0 -9.0 0.0 -9.0,201611150012 201507160081 201507020045 201610180019 201610220015 201611010013 201603040051 201603170029 201607280021 201608010020 201605190024 201503260023 201602190052 201501010022 201506290054 201509080001 201504220017 201609170031 201611210034 201511300002 201508190122 201608040014 201509190033 201507130030 201605090082 201602090031 201507050008 201606210035 201611050002 201610150010 201507160079 201607200007 201510040041 201507230074 201505210061 201610140032 201602170050 201608080102 201607160024 201504240058 201507080051 201607220076 201502170020 201507080057+0
286 [0.0 1.0 1.0 0.0 1.0 1.0 228.0 10.0 9.0 0.0 13.0 27.0 4.0 35.888888888888886 228.0 -99.0 10.0 0.5555555555555556 0.1111111111111111 -0.4444444444444444 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.3333333333333333 0.0 0.3333333333333333,201507090067 201504260062 201504260063 201504130061 201504260061 201512170054 201503220028 201606220016 201508010053+0
287 [1.0 1.0 1.0 1.0 0.0 -1.0 229.0 11.0 6.0 0.0 5.0 5.0 12.0 61.0 229.0 -99.0 10.0 0.0 0.0 -1.0 1.0 16.0 1.0 28000.0 6.0 16.0 0.0 1.0 0.0 1.0,201511010027+25
288 [1.0 1.0 1.0 1.0 0.030303030303030304 -0.8484848484848485 227.6060606060606 10.484848484848484 6.0 0.0 12.575757575757576 26.303030303030305 14.090909090909092 72.9090909090909 227.6060606060606 -99.0 10.0 0.7272727272727273 -0.3939393939393939 -0.3939393939393939 1.0 3.0303030303030303 0.0 -1.0 7.0 -99.0 -0.09090909090909091 0.12121212121212122 0.0 0.12121212121212122,201612180012 201511190049 201604260013 201612150038 201511220075 201510020052 201602010047 201512090036 201511170082 201501020083 201605070027 201605070026 201603230034 201505220087 201501220026 201511210063 201603240035 201504290042 201510180090 201508080043 201603220076 201501210010 201507280014 201603040021 201603210038 201504040025 201506280042 201511090062 201602290003 201504030049 201510090032 201505220052 201610110018+0
289 [0.0 1.0 1.0 1.0 0.0 -1.0 4.028985507246377 6.057971014492754 2.971014492753623 0.0 5.9855072463768115 8.014492753623188 19.855072463768117 -1.0 -0.7536231884057971 -99.0 10.0 0.18840579710144928 -0.2608695652173913 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.9565217391304348 0.5652173913043478,201607100042 201603150048 201603150043 201605120024 201511200034 201602250036 201603160030 201604270041 201508010040 201609120015 201612290015 201610160041 201512300011 201504020028 201511180048 201611270037 201611270036 201511180047 201511230061 201511230060 201504240062 201605100043 201601300052 201601300053 201601300054 201603160031 201603160032 201605240034 201508010039 201604260034 201604260035 201604260032 201604260033 201604060048 201604060045 201604060044 201604060047 201604060046 201512050028 201504020030 201605020057 201509020019 201512300024 201602130023 201512300023 201504260012 201506200040 201607090052 201601300055 201601080026 201505240094 201601160047 201601160046 201511020024 201511030024 201510040043 201505160070 201602090051 201504020029 201605240035 201507210052 201601210056 201601210054 201601210055 201601210052 201601210053 201512260057 201501200027 201501130075+0
290 [1.0 1.0 1.0 1.0 0.0 -1.0 160.0 5.0 6.0 0.0 5.0 5.0 11.0 58.0 160.0 6.0 10.0 0.0 1.0 3.0 1.0 3.0 1.0 31905.0 6.0 2.0 0.0 0.0 0.0 0.0,201602140007+25
291 [0.07692307692307693 1.0 1.0 1.0 0.07692307692307693 -0.5384615384615384 196.15384615384616 10.76923076923077 2.923076923076923 0.0 5.0 4.384615384615385 14.0 67.38461538461539 196.15384615384616 -99.0 10.0 0.6153846153846154 0.0 -1.0 0.23076923076923078 -0.23076923076923078 -0.7692307692307693 -1.0 0.0 -0.3076923076923077 -9.0 -9.0 0.0 -9.0,201607120056 201604300027 201606280037 201612030024 201511020081 201510240025 201511190043 201607070060 201501300106 201605120044 201605120035 201602250043 201608020077+0
292 [0.0 1.0 1.0 1.0 0.0 -1.0 225.66666666666666 9.833333333333334 2.75 0.5833333333333334 5.833333333333333 11.583333333333334 12.083333333333334 0.5833333333333334 225.66666666666666 2.75 10.0 0.3333333333333333 -1.25 0.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -3.75 -3.5833333333333335 0.0 -3.5833333333333335,201507120074 201611210049 201606130014 201502040030 201610290002 201607310020 201607310021 201602290005 201501110030 201609050039 201503110063 201605190018+0
293 [0.0 1.0 1.0 1.0 0.0 -1.0 147.0 11.0 2.625 0.125 6.0 13.75 14.0 73.875 147.0 -99.0 10.0 4.625 0.75 2.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.0 0.0 0.0,201602010039 201605240049 201503080036 201506060044 201512270037 201608010054 201505300033 201605240047+0
294 [0.03333333333333333 1.0 1.0 1.0 0.0 -1.0 95.16666666666667 9.766666666666667 8.733333333333333 0.0 12.766666666666667 27.0 14.0 75.36666666666666 95.16666666666667 -99.0 10.0 0.43333333333333335 -0.2 -0.5333333333333333 0.03333333333333333 -0.9333333333333333 -1.2666666666666666 -1.0 -0.9 -0.9333333333333333 0.03333333333333333 0.9 0.0 0.9,201503050033 201505110098 201609200023 201607030014 201504100038 201504100039 201607030013 201612130011 201508250033 201604130058 201504140014 201605210006 201502020043 201503270011 201601100018 201505190057 201509160015 201509210041 201610220005 201610220006 201510030023 201505110097 201609190039 201611210046 201511220066 201603190037 201612300023 201612300022 201607040016 201502060090+0
295 [0.2571428571428571 1.0 0.9714285714285714 1.0 0.02857142857142857 -0.8857142857142857 112.85714285714286 10.057142857142857 3.9714285714285715 0.0 5.3428571428571425 6.628571428571429 13.8 66.74285714285715 112.85714285714286 -99.0 10.0 1.4 -1.457142857142857 -0.6285714285714286 0.37142857142857144 0.8 -0.6285714285714286 -1.0 0.8571428571428571 -0.5428571428571428 0.08571428571428572 0.11428571428571428 0.0 0.11428571428571428,201601170002 201601140010 201605080022 201610120037 201508160110 201506150007 201501200058 201601150005 201604200050 201604200051 201605190057 201511280006 201602130024 201503040003 201603190006 201603050014 201501190036 201510290098 201601130010 201602220019 201603150073 201601160024 201605050023 201601310069 201502280068 201504040056 201604030034 201507260003 201506190019 201504020067 201602140017 201605010052 201601240047 201510010066 201506010100+0
296 [0.06666666666666667 0.9777777777777777 0.9777777777777777 1.0 0.044444444444444446 -0.8444444444444444 92.84444444444445 7.133333333333334 2.311111111111111 0.0 5.266666666666667 5.488888888888889 14.222222222222221 81.53333333333333 92.84444444444445 -99.0 10.0 0.5333333333333333 -0.15555555555555556 -0.022222222222222223 0.06666666666666667 -0.8666666666666667 -0.9333333333333333 -1.0 -0.6666666666666666 -0.9333333333333333 -9.0 -9.0 0.0 -9.0,201509290046 201611180055 201603030035 201604010002 201504060004 201603310010 201611230012 201611160046 201601040047 201601170040 201607190023 201501010020 201604180026 201506100087 201512160045 201601070043 201607310014 201607070051 201604190048 201510160005 201505250120 201506170059 201505270006 201610180047 201601280048 201506120005 201502180055 201605050007 201610170027 201612270005 201510030062 201603210036 201509110021 201505260021 201610190049 201611180018 201607060016 201505060095 201605030047 201504040007 201604160070 201607160049 201607130012 201508130028 201510220026+0
297 [0.0 0.9824561403508771 1.0 1.0 0.017543859649122806 -0.9473684210526315 153.0 6.0 2.3333333333333335 0.0 5.456140350877193 6.245614035087719 13.964912280701755 67.85964912280701 153.0 -99.0 10.0 0.8771929824561403 0.22807017543859648 -0.08771929824561403 0.017543859649122806 -0.9473684210526315 -0.9824561403508771 -1.0 -0.9473684210526315 -0.9473684210526315 -9.0 -9.0 0.0 -9.0,201603220066 201605250062 201501120014 201606070042 201509290041 201509140015 201606220004 201612310004 201505100048 201509140036 201602060049 201505090074 201610040047 201602080029 201510310047 201611110020 201611110022 201507060009 201612110015 201511180073 201505010101 201509070063 201606250019 201505230055 201505270075 201606220005 201502070018 201503150022 201608170015 201603150011 201506060036 201612080010 201501070088 201607230040 201504130088 201508230039 201611050060 201512180032 201505220024 201505250024 201606180026 201607310058 201511010015 201607020008 201611230001 201504140002 201610290020 201604280002 201604280026 201602190005 201611260046 201601050064 201501190004 201609090033 201606170010 201612190005 201604260042+0
298 [0.0 1.0 1.0 1.0 0.11764705882352941 -0.4117647058823529 213.11764705882354 9.176470588235293 2.823529411764706 0.0 6.0 12.764705882352942 19.823529411764707 103.05882352941177 213.11764705882354 -99.0 10.0 2.0 0.35294117647058826 3.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 0.7647058823529411 0.0 0.7647058823529411,201508020047 201502110073 201501150068 201501150067 201501300096 201507280029 201501210080 201505230059 201508270049 201511210054 201501280062 201501220057 201503190058 201507130063 201506120053 201501140043 201609250004+0
299 [0.0 1.0 1.0 1.0 0.0 -1.0 205.0 5.0 2.5 0.0 6.0 14.5 2.0 16.5 205.0 -99.0 10.0 0.0 0.5 1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201504110018 201503030033 201601130005 201501140028+0
300 [0.0 1.0 1.0 1.0 0.0 -1.0 94.96899224806202 9.958656330749355 2.994832041343669 0.002583979328165375 6.0 15.979328165374676 14.0 74.07751937984496 94.96899224806202 -99.0 10.0 1.7984496124031009 -9.0 -1.0 0.0 -1.0 -1.0 -1.0 -1.0 -1.0 -9.0 -9.0 0.0 -9.0,201510220007 201510220006 201603180005 201508210013 201510190009 201504180011 201607280007 201608160011 201612280042 201512020006 201506030063 201502060020 201506150003 201606110002 201502230021 201612110019 201510300011 201506030004 201609010001 201608030018 201610020010 201506030002 201511170024 201610110001 201503020002 201508070067 201608310006 201512240010 201608260012 201610090006 201610300032 201608310009 201509260016 201607270017 201607020004 201612190037 201511020003 201609040002 201510150008 201503240027 201508030006 201605020003 201509010011 201610200012 201602030010 201507250053 201607180007 201603100009 201502020041 201603090009 201508290015 201604010008 201607180008 201509030002 201610260010 201602220024 201502250009 201603310011 201611130052 201508200008 201502110025 201607110002 201506110003 201603160001 201610050005 201607050003 201607050002 201607050007 201610050002 201512190007 201609090009 201501100082 201503160013 201604270027 201509050008 201607260012 201605270007 201511130021 201501140011 201610300011 201507110025 201507110023 201608300016 201604210004 201509250007 201504210079 201606210024 201608280007 201608180013 201503090001 201507200041 201501040004 201509230011 201603300016 201512030009 201602150009 201609120017 201606250015 201606250016 201502030004 201612090016 201610130005 201610310019 201501310036 201606060012 201606040002 201606190009 201610140004 201608290031 201606260020 201508010024 201501070010 201606160006 201608020051 201511210022 201512040003 201610150001 201605080012 201611200030 201510110012 201510110013 201606170003 201612270023 201605170056 201503180005 201608150018 201605100005 201611090006 201508020005 201606280026 201602110002 201609180014 201507290063 201508040008 201502070028 201608210008 201610190008 201603150002 201606270016 201508050008 201607230012 201602080003 201605130001 201507080018 201609180020 201506050003 201609050006 201509070002 201508160018 201507090023 201512290021 201511090005 201609050008 201507070033 201608010001 201512220012 201608200010 201609080003 201508260024 201607300002 201507090025 201603190002 201603190003 201504290043 201606300045 201511100022 201604300002 201512170005 201510190011 201605250012 201508240017 201605250014 201612010021 201609150013 201605170031 201512310002 201609020027 201512150001 201502220092 201507120017 201604280006 201501050001 201605160001 201508170010 201507130009 201606150006 201610120002 201605140010 201608230012 201509180015 201606030002 201606030003 201503100036 201504190014 201507230026 201602130005 201501170002 201511060011 201511060010 201602040010 201507180050 201511300005 201512270013 201608050017 201512270011 201508130013 201607040002 201604050016 201610210007 201501180002 201606010033 201509290016 201508030009 201502160016 201503080040 201607200008 201502250013 201502250010 201508250021 201501170003 201610140005 201601030004 201603130006 201605050004 201509150010 201502090018 201506060003 201507170032 201501270038 201602190009 201507170031 201508120001 201509170006 201503170003 201503170002 201507040005 201607310005 201603200004 201512060002 201602250017 201609110003 201512180006 201503200003 201512180005 201507270042 201505030026 201502100001 201511160011 201511080006 201511080007 201507270049 201611270008 201506180003 201609210011 201511240035 201511240034 201607020016 201508290042 201611190022 201510170006 201512160004 201508100006 201602290013 201606200007 201605240020 201603160024 201602140004 201510160009 201501130001 201502080026 201608060042 201602280007 201510200004 201609260035 201601220016 201506290003 201609300023 201503110029 201512280018 201512090001 201609140016 201510240010 201610140010 201610070002 201504170013 201511170016 201511100023 201504220005 201609250008 201605160002 201501260047 201503200001 201601210036 201608040021 201601170022 201601170023 201502120010 201512010016 201608270011 201503250020 201601140028 201603310017 201605070002 201507010004 201511030018 201507220037 201511180018 201507210063 201603070006 201511180016 201603140011 201504130005 201606240071 201607060004 201611100019 201503120035 201611070008 201607220023 201607250007 201502270023 201602020008 201502270025 201502270024 201608090002 201508050013 201610010020 201610010025 201503200002 201606290034 201608140008 201501100083 201609030007 201507030005 201608140007 201611150031 201605200001 201604050004 201512260010 201608240015 201510100008 201511190020 201602160016 201606140006 201606140003 201602060005 201607160005 201510180040 201501250048 201511280026 201501120001 201604180002 201604180003 201507310046 201503150025 201503150023 201607080003 201612080015 201608100004 201504260018 201610250011 201503190005 201503130030 201502220019 201507130010 201606150012 201503280011 201602120005 201612220022 201605250032 201605210001 201503070026 201511200023 201609080016 201508150036 201606130001 201608110013 201507180046 201606010032 201611010003 201511300010 201605150005 201501110007 201501060016 201510300009 201507100039 201604160010 201604110014+0
